areacode,cat1,cat2,cat3,contentid,contenttypeid,mapx,mapy,readcount,title,addr1,code
35,A02,A0201,A02010700,1959427,12,128.4217823,36.11322531,2319,현암서원,경상북도 구미시 수출대로23길 30,37050
35,A02,A0201,A02010700,1959432,12,128.878191,36.53546911,2903,호계서원,경상북도 안동시 임하면 호계길 183,37040
35,A02,A0201,A02010700,1959438,12,128.7445892,36.13807014,1479,화계서원,경상북도 군위군 의흥면 금양3길 16-3,37310
35,A02,A0201,A02010700,1959441,12,128.4318131,36.07361333,2003,화산서원(칠곡),경상북도 칠곡군 석적읍 성곡2길 81-5,37390
35,A02,A0201,A02010700,1959456,12,128.0673025,36.31789829,1614,효곡서원,경상북도 상주시 공성면 용신2길 51-23,37080
35,A02,A0201,A02010700,1959458,12,128.76151,36.42612937,1844,후산정사,경상북도 의성군 점곡면 점곡길 15-8,37320
35,A02,A0201,A02010700,1959461,12,128.6808932,35.69965471,2158,훈령서원,경상북도 청도군 이서면 신촌길 110-27,37360
36,A02,A0201,A02010700,1959464,12,128.3325771,35.16644732,1284,가호서원,경상남도 진주시 이반성면 용암길 59-2,38030
36,A02,A0201,A02010700,1959468,12,128.2510124,35.0480786,1321,갈천서원,경상남도 고성군 대가면 갈천로 620,38340
36,A02,A0201,A02010700,1959485,12,128.0579076,35.02820795,2749,경백사,경상남도 사천시 용현면 온정2길 42,38060
36,A02,A0201,A02010700,1959487,12,128.5223079,35.57091078,1491,관산서당,경상남도 창녕군 고암면 월미상월길 115,38330
36,A02,A0201,A02010700,1959492,12,128.0310951,35.27540746,1622,광제서원,경상남도 진주시 명석면 광제산로685번길 116,38030
36,A02,A0201,A02010700,1959496,12,128.7357391,35.47321181,1570,광천서원,경상남도 밀양시 부북면 사포중앙1안길 7,38080
36,A02,A0201,A02010700,1959498,12,128.1253611,35.09116597,2818,구계서원,경상남도 사천시 사천읍 구암두문로 361-17,38060
36,A02,A0201,A02010700,1959500,12,128.524913,35.58024033,1597,구니서당,경상남도 창녕군 고암면 창밀로 506-30,38330
36,A02,A0201,A02010700,1959502,12,128.5915411,35.25193128,1725,구암서원(창원),경상남도 창원시 마산회원구 구암북4길 7-10,38110
36,A02,A0201,A02010700,1959504,12,128.9011293,35.30281456,1458,구천서원(김해),경상남도 김해시 상동면 상동로 274-12,38070
36,A02,A0201,A02010700,1959506,12,127.7868537,35.55476604,1670,구천서원(함양),경상남도 함양군 수동면 효리길 30-17,38380
36,A02,A0201,A02010700,1959508,12,128.4064247,35.01475733,1103,국산서원,경상남도 고성군 동해면 외곡1길 151-44,38340
32,A02,A0206,A02060100,1959509,14,128.6771866,37.10565559,3323,호안다구박물관,강원도 영월군 김삿갓면 내리계곡로 1088,32330
36,A02,A0201,A02010700,1959511,12,128.4043983,35.38709602,878,기강서원,경상남도 의령군 지정면,38310
36,A02,A0201,A02010700,1959515,12,128.5390305,35.29901393,1385,기양서원,경상남도 함안군 칠원읍 무기1길 33,38320
36,A02,A0201,A02010700,1959519,12,129.15777,35.43139377,1663,남강서원(양산),경상남도 양산시 용주로 300,38100
36,A02,A0201,A02010700,1959521,12,128.3490672,35.27739348,1639,남강서원(함안),경상남도 함안군 군북면 소포5길 82,38320
36,A02,A0201,A02010700,1959523,12,128.6168112,35.55368112,1524,남계서원,경상남도 밀양시 청도면 두곡3길 43-16,38080
36,A02,A0201,A02010700,1959529,12,127.9228754,35.22356138,1007,대각서원,경상남도 진주시 수곡면 대각길 104-21,38030
36,A02,A0201,A02010700,1959532,12,127.8534142,35.46101115,2361,대포서원,경상남도 산청군 생초면 명지대포로236번길 183,38370
36,A02,A0201,A02010700,1959541,12,128.253569,35.31310163,1960,덕곡서원,경상남도 의령군 의령읍 벽화로 629-12,38310
36,A02,A0201,A02010700,1959545,12,128.3463383,35.01391468,1690,덕산서원(고성),경상남도 고성군 마암면 두호2길 76-13,38340
36,A02,A0201,A02010700,1959547,12,128.3189671,35.58565264,1473,덕원서원,경상남도 합천군 청덕면 성태길 81,38400
36,A02,A0201,A02010700,1959552,12,128.4024857,35.23875712,1490,도계서원,경상남도 함안군 함안면 파수북길 35-36,38320
36,A02,A0201,A02010700,1959554,12,127.7633221,35.56672816,2195,도곡서원,경상남도 함양군 지곡면 병곡지곡로 859,38380
36,A02,A0201,A02010700,1959556,12,128.6593172,35.29859949,2215,도남서원,경상남도 창원시 의창구 동읍 동읍로401번길 68,38110
36,A02,A0201,A02010700,1959558,12,128.6592946,35.31468657,2020,도봉서원,경상남도 창원시 의창구 동읍 석산길16번길 5-11,38110
36,A02,A0201,A02010700,1959561,12,128.3345758,35.10339333,4153,도산서원(고성),경상남도 고성군 구만면 화림3길 88,38340
36,A02,A0201,A02010700,1959569,12,128.3848589,35.57099993,1897,동산서당,경상남도 창녕군 이방면 이방로 565-5,38330
36,A02,A0201,A02010700,1959571,12,128.5494451,35.23924861,1399,두곡서원(창원),경상남도 창원시 마산회원구 두곡길 54,38110
36,A02,A0201,A02010700,1959573,12,128.4552903,35.20626728,972,두릉서원,경상남도 함안군 여항면 두곡길 145,38320
36,A02,A0201,A02010700,1959575,12,127.9358327,35.32517794,1649,목계서원,경상남도 산청군 단성면 석대로525번길 40-13,38370
36,A02,A0201,A02010700,1959579,12,128.4689961,35.5650438,1674,물계서원,경상남도 창녕군 대지면 모산1길 109-36,38330
36,A02,A0201,A02010700,1959582,12,128.758042,35.2970848,2171,미양서원,경상남도 김해시 진영읍 진영로 430-16,38070
36,A02,A0201,A02010700,1959584,12,128.1480931,35.38400565,1348,미연서원,경상남도 의령군 대의면 모의로 323,38310
36,A02,A0201,A02010700,1959588,12,128.5958764,34.85222337,3195,반곡서원(거제),경상남도 거제시 거제면 동상3길 31-8,38090
36,A02,A0201,A02010700,1959606,12,127.9560734,35.29348187,2294,배산서원,경상남도 산청군 단성면 배양길 16,38370
36,A02,A0201,A02010700,1959616,12,128.0187138,35.34421616,1798,봉산서원(산청),경상남도 산청군 생비량면 지리산대로4119번길 37-20,38370
36,A02,A0201,A02010700,1959622,12,128.8181677,35.38312624,1776,삼강서원,경상남도 밀양시 삼랑진읍 삼랑1길 32-9,38080
36,A02,A0201,A02010700,1959820,12,128.4918902,35.30004907,1252,상봉서원,경상남도 함안군 칠원읍 유원1길 32,38320
36,A02,A0201,A02010700,1959822,12,127.8856292,35.41690281,1854,서계서원,경상남도 산청군 산청읍 덕우지길 51,38370
36,A02,A0201,A02010700,1959823,12,127.7387524,35.76283329,1683,성천서원,경상남도 거창군 북상면 계수나무길 18-47,38390
36,A02,A0201,A02010700,1959826,12,129.0546138,35.37979764,2028,소계서원,경상남도 양산시 상북면 소토로 38,38100
36,A02,A0201,A02010700,1959829,12,128.5155781,35.56518908,2025,소곡서당,경상남도 창녕군 고암면 우천길 111,38330
36,A02,A0201,A02010700,1959835,12,129.0594467,35.37927001,2337,소노서원,경상남도 양산시 상북면 소노2길 13-27,38100
36,A02,A0201,A02010700,1959839,12,128.8866211,35.2442542,2186,송담서원(김해),경상남도 김해시 가야로405번안길 22-9,38070
36,A02,A0201,A02010700,1959843,12,128.9948622,35.32401947,2062,송담서원(양산),경상남도 양산시 물금읍 가촌서2길 14-13,38100
36,A02,A0201,A02010700,1959854,12,127.6819414,35.52911709,1174,송호서원,경상남도 함양군 병곡면 송호서원길 8,38380
36,A02,A0201,A02010700,1959857,12,128.0145845,35.52002958,2052,송호서원,경상남도 합천군 대병면 신성동2길 22-3,38400
36,A02,A0201,A02010700,1959859,12,128.3385211,35.06109814,1864,수림서원,경상남도 고성군 마암면 화산4길 201-54,38340
36,A02,A0201,A02010700,1959863,12,127.9950803,35.32544007,1604,신계서원,경상남도 산청군 신안면 지리산대로3833번길 3-16,38370
36,A02,A0201,A02010700,1959865,12,128.3233836,35.47205165,971,신계서원,경상남도 의령군 부림면 미타로 26-5,38310
36,A02,A0201,A02010700,1959867,12,128.6662028,35.50084909,1758,신남서원,경상남도 밀양시 무안면 판정로 125-13,38080
36,A02,A0201,A02010700,1959869,12,128.9418384,35.24727155,1917,신산서원,경상남도 김해시 대동면 대동로269번안길 115,38070
36,A02,A0201,A02010700,1959878,12,128.3870865,35.26063216,1623,신암서원,경상남도 함안군 가야읍 신암로 209,38320
36,A02,A0201,A02010700,1959891,12,128.7384003,35.25807771,2240,예강서원,경상남도 김해시 진례면 진례로311번길 107,38070
36,A02,A0201,A02010700,1959903,12,128.295273,35.44329605,1677,예동서원,경상남도 의령군 유곡면 마장로 226-14,38310
36,A02,A0201,A02010700,1959911,12,128.7297815,35.46605139,2650,예림서원,경상남도 밀양시 부북면 예림서원로 128,38080
36,A02,A0201,A02010700,1959912,12,128.9172296,35.24141342,1996,예암서원,경상남도 김해시 삼안로112번길 36,38070
36,A02,A0201,A02010700,1959914,12,127.8908885,35.57024392,1040,오례사,경상남도 거창군 신원면 오례길 127-3,38390
36,A02,A0201,A02010700,1959922,12,128.6668881,35.42384666,1691,오봉서원,경상남도 밀양시 초동면 오방길 9-12,38080
36,A02,A0201,A02010700,1959927,12,127.9975067,35.57570353,1483,옥계서원(합천),경상남도 합천군 봉산면 서부로 3078-13,38400
32,A05,A0502,A05020100,1959936,39,127.9292134,37.34559999,5224,봉화산 설렁탕,강원도 원주시 장미공원길 71-2,32020
36,A02,A0201,A02010700,1959941,12,127.8883551,35.16227045,1868,옥산서원,경상남도 하동군 옥종면 옥산서원길 61-7,38360
36,A02,A0201,A02010700,1959943,12,128.2785735,35.58294388,1767,옥전서원,경상남도 합천군 쌍책면 황강옥전로 1510-60,38400
36,A02,A0201,A02010700,1959945,12,128.0200487,35.38446997,1811,완계서원,경상남도 산청군 신등면 신등가회로114번길 61,38370
36,A02,A0201,A02010700,1959947,12,128.7823071,35.47836486,1606,용산서원(밀양),경상남도 밀양시 멍에실로 117-4,38080
36,A02,A0201,A02010700,1959950,12,128.651395,35.52914285,1850,용안서원,경상남도 밀양시 무안면 내진1길 39-18,38080
36,A02,A0201,A02010700,1959953,12,128.1038831,35.38252724,1566,용암서원(합천),경상남도 합천군 삼가면 남명로 72-5,38400
36,A02,A0201,A02010700,1959958,12,127.9928055,35.74100974,1590,용원서원,경상남도 거창군 가북면 어인길 41,38390
36,A02,A0201,A02010700,1959971,12,127.9306769,35.45767679,1332,우계당서원,경상남도 산청군 차황면 친환경로3612번길 108,38370
36,A02,A0201,A02010700,1959975,12,128.2033395,35.12586623,829,운강서원,경상남도 진주시 금곡면 금곡로 197-24,38030
36,A02,A0201,A02010700,1959984,12,128.0162492,35.48479747,2079,운구서원,경상남도 합천군 가회면 두심1길 51-50,38400
36,A02,A0201,A02010700,1959993,12,128.635632,35.24122773,2498,운암서원(창원),경상남도 창원시 의창구 사화로 311,38110
36,A02,A0201,A02010700,1960000,12,128.7951085,35.18095407,4087,월봉서원,경상남도 김해시 덕정로77번길 11-12,38070
36,A02,A0201,A02010700,1960003,12,128.3075128,35.05592039,1954,위계서원,경상남도 고성군 마암면 석마2길 186,38340
36,A02,A0201,A02010700,1960007,12,128.3176659,35.42850923,1729,의양서원,경상남도 의령군 유곡면 청정로16길 57-57,38310
36,A02,A0201,A02010700,1960010,12,127.8704964,35.12796288,2712,인천서원,경상남도 하동군 북천면 중촌길 51-22,38360
36,A02,A0201,A02010700,1960024,12,127.747449,35.54878547,1710,정산서원,경상남도 함양군 지곡면 정취길 80-21,38380
36,A02,A0201,A02010700,1960027,12,127.8658001,35.21435586,1514,종천서원,경상남도 하동군 옥종면 안계길 67-63,38360
36,A02,A0201,A02010700,1960030,12,128.1614537,35.56412167,2402,중동서원,경상남도 합천군 합천읍 충효로 46,38400
36,A02,A0201,A02010700,1960033,12,128.5085378,35.23163761,1697,증산서원,경상남도 창원시 마산회원구 내서읍 원계증산길 57-11,38110
36,A02,A0201,A02010700,1960036,12,128.0760435,35.18844027,3637,창렬사,경상남도 진주시 남강로 626,38030
36,A02,A0201,A02010700,1960037,12,128.497822,35.23133467,1767,첨두서원,경상남도 창원시 마산회원구 내서읍 삼계로 63,38110
36,A02,A0201,A02010700,1960039,12,128.233585,35.61058994,1917,청계서원(합천),경상남도 합천군 율곡면 내천2길 23-61,38400
36,A02,A0201,A02010700,1960043,12,128.0811485,35.18977077,3883,청계서원(진주),경상남도 진주시 본성동,38030
36,A02,A0201,A02010700,1960045,12,128.4951946,35.33047626,1719,청계서원(함안),경상남도 함안군 칠서면 청계1길 116-12,38320
36,A02,A0201,A02010700,1960050,12,127.7832319,35.5497221,2089,청계서원(함양),경상남도 함양군 수동면 수동2길 74,38380
36,A02,A0201,A02010700,1960061,12,128.0090625,35.32157965,1924,청곡서원,경상남도 산청군 신안면 청현로99번길 32-19,38370
36,A02,A0201,A02010700,1960063,12,128.8157594,35.4893198,2274,칠탄서원,경상남도 밀양시 단장면 활성로 313-1,38080
36,A02,A0201,A02010700,1960065,12,128.2755803,35.34026842,2104,태암서원,경상남도 의령군 용덕면 덕암로5길 5-2,38310
36,A02,A0201,A02010700,1960067,12,127.8304074,35.48000304,2208,평천서원,경상남도 산청군 생초면 왕산로 439-13,38370
36,A02,A0201,A02010700,1960069,12,128.9603567,35.53308144,2666,표충서원,경상남도 밀양시 단장면 표충로 1338,38080
36,A02,A0201,A02010700,1960072,12,127.8401656,35.76493208,2498,학림서원,경상남도 거창군 위천면 황산2길 137,38390
36,A02,A0201,A02010700,1960080,12,128.4727315,35.37581519,2647,홍포서원,경상남도 함안군 칠서면 공단북안길 66,38320
36,A02,A0201,A02010700,1960082,12,127.7886766,35.52315854,1879,화산서원,경상남도 함양군 수동면 수동내동길 7-12,38380
36,A02,A0201,A02010700,1960083,12,128.4249191,35.26677104,2234,황곡서원,경상남도 함안군 가야읍 상검길 22-35,38320
36,A02,A0201,A02010700,1960084,12,128.5618281,35.21135197,2698,회원서원,경상남도 창원시 마산합포구 관해정길 17,38110
36,A02,A0201,A02010700,1960086,12,127.9539446,35.44393986,2450,효산서원,경상남도 산청군 차황면 신차로1480번길 7,38370
39,A02,A0201,A02010700,1960087,12,126.5250922,33.51017922,4716,귤림서원,제주특별자치도 제주시 이도1동,39010
31,A04,A0401,A04010600,1960233,38,126.6812884,37.116079,9744,궁평항수산물직판장,경기도 화성시 서신면 궁평항로 1049-24,31240
31,A04,A0401,A04010100,1960242,38,127.3056387,37.65443328,6533,"마석 5일장(3, 8일)",경기도 남양주시 화도읍 마석로17번길 26,31130
4,A02,A0203,A02030600,1960611,12,128.6051507,35.8709895,7160,동인찜갈비골목,대구광역시 중구 동덕로36길 9-12,22010
6,A02,A0203,A02030600,1960614,12,129.0264573,35.09921469,4225,부산 부평 족발 골목,부산광역시 중구 광복로12번길 3,21010
6,A02,A0203,A02030600,1960620,12,129.0277461,35.0973677,9205,부산 자갈치 양곱창 골목,부산광역시 중구 구덕로 73,21010
33,A04,A0401,A04010200,1960677,38,127.9268021,36.9747427,6049,충주 무학시장,충청북도 충주시 무학1길 15,33020
35,A04,A0401,A04010100,1960901,38,128.2040657,36.60126843,2275,"신흥장(3, 8일)",경상북도 문경시 신흥시장길 19,37090
33,A04,A0401,A04010700,1960904,38,127.929013,36.97534822,3374,삼화대장간,충청북도 충주시 충인1길 12,33020
38,B02,B0201,B02010100,1960922,32,127.7447784,34.74515365,27551,마띠유호텔 여수,전라남도 여수시 오동도로 20,36020
37,A03,A0305,A03050100,1961485,28,127.2331253,35.96297663,5783,완주 에코 어드벤처,전라북도 완주군 고산면 고산휴양림로 246,35310
33,A04,A0401,A04010200,1961503,38,127.9288019,36.97494271,2581,충주공설시장,충청북도 충주시 충인8길 4-2,33020
6,A04,A0401,A04010900,1962437,38,129.0450885,35.11761575,18239,환공어묵 부산역점,부산광역시 동구 중앙대로 206,21030
6,B02,B0201,B02010100,1962921,32,129.164688,35.16151305,27730,베니키아 프리미어 마리안느호텔,부산광역시 해운대구 해운대해변로 310,21090
6,A05,A0502,A05020100,1962990,39,129.0312014,35.09715668,3180,바다횟집,부산광역시 중구 자갈치해안로 55-1,21010
6,A05,A0502,A05020100,1963007,39,129.0273239,35.09957856,3699,부평족발,부산광역시 중구 광복로 19-2,21010
6,A05,A0502,A05020100,1963051,39,129.0272989,35.09967021,4613,부산족발,부산광역시 중구 광복로 19-1,21010
6,A05,A0502,A05020100,1963085,39,129.0322846,35.09720947,4287,제일 산꼼장어,부산광역시 중구 자갈치해안로 65,21010
35,A04,A0401,A04010900,1963169,38,128.0777919,36.75937577,3989,문경시 농특산물 판매장(문경새재장터),경상북도 문경시 문경읍 새재로 906,37090
5,A05,A0502,A05020200,1963504,39,126.8566155,35.16086393,6080,빌리지 1호점,광주광역시 서구 상무민주로123번길 25-17,24020
2,B02,B0201,B02011500,1963542,32,126.6516744,37.42009323,4935,호텔큐브,인천광역시 연수구 능허대로179번길 43,23040
32,B02,B0201,B02010900,1963547,32,128.8426826,37.20833307,9262,하이밸리 호텔,강원도 정선군 고한읍 고한로 28-1,32350
1,B02,B0201,B02010900,1963577,32,126.9433598,37.58695958,7414,청자모텔,서울특별시 서대문구 통일로37나길 21,11130
31,B02,B0201,B02010900,1963585,32,127.0790578,37.21844641,9708,제이에스 부티크 호텔(Js Boutique Hotel),경기도 화성시 큰재봉길 31-9,31240
4,A05,A0502,A05020100,1963738,39,128.6051062,35.87069231,3193,동원찜갈비,대구광역시 중구 동덕로36길 9-4,22010
4,A05,A0502,A05020100,1963756,39,128.6048174,35.87076452,3377,월성찜갈비,대구광역시 중구 동덕로36길 9-5,22010
4,A05,A0502,A05020100,1963759,39,128.604884,35.87110059,3874,유진찜갈비,대구광역시 중구 동덕로36길 9-13,22010
4,A05,A0502,A05020100,1963763,39,128.5969626,35.86951451,6202,중앙떡볶이,대구광역시 중구 동성로2길 81,22010
31,B02,B0201,B02010900,1963767,32,126.6862417,37.78069909,5841,이브텔,경기도 파주시 탄현면 필승로 446,31200
2,B02,B0201,B02010900,1963770,32,126.4916841,37.49480117,5463,더호텔영종 ,인천광역시 중구 영종대로 114,23010
35,A02,A0202,A02020200,1963773,12,129.3754937,35.69097144,4968,경주 마우나오션 관광단지,경상북도 경주시 양남면 동남로 982,37020
35,B02,B0201,B02010900,1963807,32,128.7316253,36.56507408,5438,안동호텔,경상북도 안동시 문화광장길 40-11,37040
35,B02,B0201,B02010900,1963819,32,128.702564,36.56451248,4013,윈호텔,경상북도 안동시 옥명길 28,37040
34,B02,B0201,B02010900,1963842,32,126.9860068,36.85700872,5099,우와모텔,충청남도 아산시 음봉면 아산온천로243번길 68,34040
35,A05,A0502,A05020100,1963948,39,129.3219123,35.78769564,3712,계림식당,경상북도 경주시 불국로 289-17,37020
2,B02,B0201,B02010900,1963951,32,126.6883672,37.45862829,5666,더 바스텔,인천광역시 미추홀구 경인로435번길 7-8,23090
35,A05,A0502,A05020100,1963952,39,129.3693222,35.68433874,2657,썬시티 레스토랑,경상북도 경주시 양남면 동남로 1021,37020
38,B02,B0201,B02010900,1963992,32,126.4326866,34.80628021,5335,엠유(MU)모텔,전라남도 목포시 옥암로54번길 41,36010
1,B02,B0201,B02010900,1963994,32,126.9109341,37.51709767,9171,라이프스타일 E호텔,서울특별시 영등포구 경인로108길 6,11190
35,B02,B0201,B02010900,1964043,32,129.3640181,36.03964299,5966,스타모텔,경상북도 포항시 북구 중앙상가6길 3,37010
2,B02,B0201,B02010900,1964059,32,126.6694203,37.50703899,3734,리츠모텔,인천광역시 서구 칠천왕로7번길 19,23080
39,A05,A0502,A05020100,1964460,39,126.5656723,33.25038636,5081,바당국수(구 국수바다),제주특별자치도 서귀포시 중앙로48번길 43,39020
39,A05,A0502,A05020100,1964507,39,126.3102342,33.46246721,5029,놀맨,제주특별자치도 제주시 애월읍 애월로1길 24,39010
3,A02,A0206,A02060300,1964617,14,127.4209543,36.32671064,15100,대전근현대사전시관(옛 충남도청사 본관),대전광역시 중구 중앙로 101,25020
3,A02,A0203,A02030600,1964622,12,127.4282981,36.32861889,7003,스카이로드,대전광역시 중구 중앙로164번길 17,25020
31,B02,B0201,B02010900,1964668,32,126.8428137,36.97563974,6631,평택 코업스테이호텔,경기도 평택시 포승읍 평택항로184번길 3-5,31070
31,B02,B0201,B02010900,1964669,32,127.035566,37.26497636,6224,호텔 준,경기도 수원시 팔달구 권광로196번길 43-9,31010
1,B02,B0201,B02010900,1964676,32,126.9106257,37.52218596,6861,보보스모텔,서울특별시 영등포구 국회대로54길 41-18,11190
1,A03,A0302,A03022700,1964911,28,127.0465447,37.68917454,8864, 수락·불암산코스,서울특별시 도봉구 도봉로 964-40,11100
1,A03,A0302,A03022700,1964912,28,127.084121,37.61992216,12810, 용마·아차산코스,서울특별시 노원구 화랑로 지하 510,11110
1,A03,A0302,A03022700,1964914,28,127.1040463,37.54540618,7116, 고덕·일자산코스,서울특별시 광진구 천호대로 813-2,11050
1,A03,A0302,A03022700,1964918,28,127.1018426,37.48737955,10510, 대모·우면산코스,서울특별시 강남구 광평로 지하 270,11230
1,A03,A0302,A03022700,1964922,28,126.9814372,37.47473441,19762, 관악산코스,서울특별시 관악구 과천대로 941,11210
31,A03,A0302,A03022700,1964927,28,126.9025428,37.43439601,7759, 안양천코스,경기도 안양시 만안구 경수대로 1431,31040
1,A03,A0302,A03022700,1964932,28,126.8559434,37.56148597,7753, 봉산·앵봉산코스,서울특별시 강서구 양천로 497,11160
1,A03,A0302,A03022700,1964937,28,126.917969,37.63825038,14578, 북한산코스,서울특별시 은평구 진관동 533,11120
31,A05,A0502,A05020100,1964947,39,126.9110619,36.91502849,3266,등대횟집,경기도 평택시 현덕면 서해로 158,31070
31,A05,A0502,A05020100,1964960,39,127.0640438,37.07052436,3148,사랑방화로구이,경기도 평택시 경기대로 1405,31070
1,A05,A0502,A05020100,1964978,39,126.977038,37.55899954,3725,은호식당,서울특별시 중구 남대문시장4길 28-4,11020
32,A03,A0305,A03050100,1965276,28,129.0385964,37.18400353,12760,하이원추추파크,강원도 삼척시 도계읍 심포남길 99,32070
31,A02,A0203,A02030100,1965335,12,127.4816146,37.16192965,5915,서경들마을,경기도 이천시 모가면 진상미로1178번길 25,31210
34,A02,A0203,A02030100,1965356,12,126.8133929,36.08413608,4926,서천 동자북마을,충청남도 서천군 한산면 신성로 36-16,34340
31,B02,B0201,B02010900,1965370,32,126.7627205,37.69214966,4224,발렌타인호텔,경기도 고양시 일산서구 일현로41번길 8-24,31100
35,A05,A0502,A05020100,1965375,39,128.0771836,36.76042564,3837,광성식당,경상북도 문경시 문경읍 새재로 918,37090
2,B02,B0201,B02010900,1965379,32,126.6507856,37.41859338,5461,호텔미투,인천광역시 연수구 능허대로191번길 12,23040
35,A05,A0502,A05020100,1965380,39,128.0771503,36.76054507,4139,문경새재두메산골,경상북도 문경시 문경읍 새재로 920,37090
31,B02,B0201,B02010900,1965389,32,126.7871613,37.64418346,8242,미라벨호텔,경기도 고양시 일산동구 중앙로 1056,31100
31,A05,A0502,A05020100,1965392,39,127.4630165,37.54258525,3641,서울설렁탕,경기도 양평군 옥천면 마유산로 692,31380
38,B02,B0201,B02010900,1965394,32,126.43272,34.80553029,5182,몰디브,전라남도 목포시 옥암로46번길 37,36010
1,B02,B0201,B02010900,1965419,32,126.9689996,37.56775949,7358,모텔 B,서울특별시 중구 새문안로 28-1,11020
38,A02,A0203,A02030500,1965437,12,127.0854342,34.71240717,9720,명량다원,전라남도 보성군 회천면 녹차로 745-8,36360
35,A05,A0502,A05020100,1965438,39,128.0771114,36.76073116,5846,문경식당,경상북도 문경시 문경읍 새재로 920-1,37090
35,A05,A0502,A05020100,1965448,39,128.0770281,36.76088669,6691,새재할매집,경상북도 문경시 문경읍 새재로 922,37090
35,A05,A0502,A05020100,1965453,39,128.0769503,36.76115055,4886,새재왕건집,경상북도 문경시 문경읍 새재로 926,37090
35,A05,A0502,A05020100,1965470,39,128.0769947,36.7610339,4990,하늘재식당,경상북도 문경시 문경읍 새재로 924,37090
1,A05,A0502,A05020100,1965675,39,127.0063684,37.57026265,3553,호남집,서울특별시 종로구 종로40가길 5,11010
1,A05,A0502,A05020100,1965691,39,127.004413,37.57020984,2777,더 우리곱창,서울특별시 종로구 종로36나길 9,11010
39,A01,A0101,A01010400,1965800,12,126.7921591,33.45728102,3619,높은오름,제주특별자치도 제주시 구좌읍 중산간동로,39010
1,A05,A0502,A05020500,1966300,39,126.9851591,37.57267032,4304,인도로가는길,서울특별시 종로구 인사동5길 20,11010
1,A05,A0502,A05020300,1966366,39,126.9756046,37.56877338,5797,오양회참치,서울특별시 중구 세종대로21길 49,11020
34,A04,A0401,A04010600,1966706,38,126.8812888,36.84239745,3050,온양도자기(인주면),충청남도 아산시 인주면 현대로 984,34040
39,A05,A0502,A05020100,1966799,39,126.4892402,33.48945317,3098,돼지꿈,제주특별자치도 제주시 제원길 6,39010
39,A05,A0502,A05020900,1966821,39,126.7737631,33.35446708,4303,모드락572,제주특별자치도 서귀포시 표선면 가시로 572,39020
31,A05,A0502,A05020100,1966847,39,126.9142727,36.9170922,2928,전주횟집,경기도 평택시 현덕면 평택호길 73,31070
31,A02,A0201,A02010800,1966945,12,127.2507932,37.67164417,10519,수진사(경기),경기도 남양주시 천마산로 115-13,31130
34,A02,A0203,A02030200,1966992,12,127.0101319,36.56629815,10692,한국문화연수원,충청남도 공주시 사곡면 마곡사로 1065,34020
31,A02,A0201,A02010800,1967028,12,127.1276609,37.34679909,10606,대광사(성남),경기도 성남시 분당구 구미로185번길 30,31020
36,A02,A0201,A02010800,1967039,12,128.7308658,35.22141225,4553,관음정사(김해),경상남도 김해시 진례면 평지길 299,38070
31,A05,A0502,A05020100,1967067,39,126.7474874,37.33646851,3733,토속삼계탕,경기도 시흥시 평안상가2길 27,31150
5,A05,A0502,A05020900,1967087,39,126.8887086,35.20842854,3720,산울림,광주광역시 북구 일곡마을로111번길 32-1,24040
33,A04,A0401,A04010600,1967801,38,127.4872845,36.63350446,8883,청주 성안길,충청북도 청주시 상당구 상당로59번길 59,33040
1,A05,A0502,A05020900,1968826,39,126.9929917,37.57295098,2681,예카페 (yeahcafe),서울특별시 종로구 서순라길 55,11010
1,A05,A0502,A05020700,1968827,39,126.9449299,37.55895175,5433,"위 샐러듀(We, Saladu)",서울특별시 서대문구 이화여대길 65-3,11130
36,A03,A0303,A03030300,1968837,28,128.7029617,34.84340684,25117,소노캄 거제 마리나베이 요트투어,경상남도 거제시 일운면 거제대로 2660,38090
1,A05,A0502,A05020100,1968879,39,126.9846923,37.58060272,8016,백년토종삼계탕,서울특별시 종로구 북촌로 41,11010
3,A05,A0502,A05020100,1970048,39,127.4413518,36.35353849,4069,한쌈회 어가,대전광역시 동구 송촌남로 19,25010
2,A05,A0502,A05020100,1970054,39,126.3918448,37.64051579,3373,연백호,인천광역시 강화군 화도면 해안남로2903번길 56,23310
2,A05,A0502,A05020100,1970055,39,126.3918448,37.64051579,3044,유일8호,인천광역시 강화군 화도면 해안남로2903번길 56,23310
2,A05,A0502,A05020100,1970056,39,126.3914226,37.6401936,4851,청강횟집,인천광역시 강화군 화도면 해안남로2845번길 19-1,23310
4,A02,A0203,A02030600,1970811,12,128.5422449,35.77929594,15779,마비정 벽화마을,대구광역시 달성군 화원읍 마비정길 259,22310
4,A02,A0202,A02020600,1970821,12,128.4786968,35.81114117,11621,사문진 주막촌,대구광역시 달성군 화원읍 사문진로1길 40-12,22310
32,A03,A0302,A03021700,1971306,28,129.0265833,37.46444882,10553,무릉계곡 힐링캠핑장,강원도 동해시 삼화로 467,32040
32,A03,A0302,A03020200,1971317,28,128.4591485,37.17427412,3342,영월군청소년수련관,강원도 영월군 영월읍 제방안길 100,32330
32,A03,A0302,A03020100,1971323,28,128.4618565,37.17580455,3269,영월국민체육센터,강원도 영월군 영월읍 제방안길 100,32330
